UMTS,262,3,1075,136563,,13.321489,52.507784,1899,3,1,1283873665,1298016452,-98
UMTS,262,2,801,81954,,13.334208,52.503849,394,2,1,1283873665,1289670635,-94
UMTS,262,2,801,66642,,13.328835,52.500948,687,7,1,1283873665,1289837234,-88
UMTS,262,2,801,67637,,13.337142,52.515387,2815,26,1,1283873665,1298015282,-99
UMTS,262,2,801,67633,,13.337481,52.507979,702,2,1,1283873665,1287157987,-99
UMTS,262,2,801,67635,,13.345477,52.49925,525,2,1,1283873665,1300471688,-98
GSM,262,3,1075,17267,,13.332706,52.500074,2022,6,1,1283873665,1298407326,-102
UMTS,262,3,1107,299843,,13.349843,52.497177,1333,36,1,1283881107,1299880743,-98
UMTS,262,2,776,164997,,13.349894,52.496259,1235,12,1,1283881107,1298202346,-103
UMTS,262,2,776,164993,,13.349977,52.497488,7,2,1,1283881107,1284573077,-104
UMTS,262,2,801,82945,,13.327289,52.525009,460,5,1,1283928968,1290714914,-91
UMTS,262,3,883,161091,,13.32533,52.521644,91,2,1,1283928968,1290600407,-101
UMTS,262,3,1075,145299,,13.342508,52.498742,4979,17,1,1283967318,1300729872,-101
UMTS,262,2,776,165697,,13.342059,52.504753,2151,19,1,1283967318,1297794413,-97
GSM,262,2,776,1846,,13.350032,52.497343,683,103,1,1283967318,1300730682,-102
UMTS,262,2,801,211345,,13.326132,52.517095,842,5,1,1284125006,1289980128,-91
UMTS,262,2,776,165671,,13.349586,52.497089,1332,51,1,1284139319,1300551326,-101
UMTS,262,2,801,165955,,13.293922,52.521242,609,7,1,1284475040,1300175362,-95
UMTS,262,2,801,222995,,13.275506,52.527832,5498,5,1,1284475040,1299602739,-92
UMTS,262,2,801,66817,,13.285029,52.52423,6257,9,1,1284475040,1300175362,-93
UMTS,262,2,801,86354,,13.292927,52.521047,668,14,1,1284475040,1300816025,-92
UMTS,262,2,803,67842,,13.265817,52.529982,4821,4,1,1284475040,1299602739,-99
UMTS,262,3,1075,218995,,13.31151,52.509323,1582,5,1,1284533198,1297755673,-95
UMTS,262,2,803,83728,,13.291055,52.555158,135,6,1,1284614639,1300086538,-72
UMTS,262,2,803,78448,,13.291135,52.555032,150,5,1,1284614639,1300086538,-87
UMTS,262,2,803,145265,,13.294611,52.554395,346,15,1,1284614639,1300086538,-89
UMTS,262,2,803,209751,,13.305289,52.557379,1420,7,1,1284614639,1299877382,-91
GSM,262,2,801,835,,13.326774,52.520204,1299,17,1,1284615389,1298718878,-94
GSM,262,2,801,647,,13.310598,52.518277,946,13,1,1284649597,1299776497,-81
UMTS,262,2,801,231699,,13.306684,52.516997,2530,13,1,1284649597,1300632799,-79
UMTS,262,2,801,66833,,13.298846,52.524084,7068,11,1,1284649597,1299602739,-92
